"campaignid","sample","latitude","longitude","broad.macroalgae","broad.seagrasses","broad.unconsolidated","broad.sponges","broad.consolidated","broad.stony.corals","broad.ascidians","broad.bryozoa","broad.crinoids","broad.hydroids","broad.invertebrate.complex","broad.octocoral.black","broad.true.anemones","broad.sea.stars","broad.total.points.annotated","sessile.inverts"
"2020-10_south-west_stereo-BRUVs","IO235","-34.06618897","114.9138721",5,0,17,5,7,0,0,0,0,0,0,0,0,0,34,5
"2020-10_south-west_stereo-BRUVs","IO236","-34.08118897","114.9238721",10,0,5,5,12,0,0,0,0,1,0,0,0,0,33,6
"2020-10_south-west_stereo-BRUVs","IO237","-34.08118897","114.9363721",0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,0
"2020-10_south-west_stereo-BRUVs","IO239","-34.09118897","114.9313721",0,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0
"2020-10_south-west_stereo-BRUVs","IO241","-33.99368897","114.7913721",19,0,0,2,7,0,0,0,0,0,0,0,0,0,28,2
"2020-10_south-west_stereo-BRUVs","IO244","-34.00368897","114.9063721",12,0,4,2,5,0,0,0,0,0,0,0,0,0,23,2
"2020-10_south-west_stereo-BRUVs","IO245","-34.00868897","114.9013721",7,2,0,3,6,0,0,2,0,0,0,0,0,0,20,5
"2020-10_south-west_stereo-BRUVs","IO253","-34.01368897","114.7038721",0,0,16,1,0,0,0,0,0,0,0,0,0,0,17,1
"2020-10_south-west_stereo-BRUVs","IO254","-34.01868897","114.6963721",0,0,30,1,0,0,0,1,0,2,1,0,0,0,35,5
"2020-10_south-west_stereo-BRUVs","IO258","-33.96618897","114.9138721",8,0,0,0,10,0,2,0,0,0,0,0,0,0,20,0
"2020-10_south-west_stereo-BRUVs","IO259","-33.96868897","114.9213721",7,0,2,12,9,0,0,0,0,0,1,0,0,0,31,13
"2020-10_south-west_stereo-BRUVs","IO260","-33.97118897","114.9163721",11,0,3,9,8,0,0,0,0,1,0,0,0,0,32,10
"2020-10_south-west_stereo-BRUVs","IO261","-33.97618897","114.9213721",1,0,2,8,6,0,0,2,0,0,3,0,0,0,22,13
"2020-10_south-west_stereo-BRUVs","IO262","-34.01368897","114.8738721",27,0,6,0,2,0,0,0,0,0,0,0,0,0,35,0
"2020-10_south-west_stereo-BRUVs","IO263","-34.00868897","114.8788721",15,12,2,2,3,0,1,0,0,0,0,0,0,0,35,2
"2020-10_south-west_stereo-BRUVs","IO264","-34.01868897","114.8738721",0,0,17,2,11,0,0,0,0,1,0,0,0,0,31,3
"2020-10_south-west_stereo-BRUVs","IO266","-34.02118897","114.7588721",1,0,26,0,0,0,0,0,0,0,0,0,0,0,27,0
"2020-10_south-west_stereo-BRUVs","IO267","-34.02618897","114.7638721",1,0,19,0,3,0,0,3,0,0,5,0,0,0,31,8
"2020-10_south-west_stereo-BRUVs","IO269","-33.98868897","114.8138721",16,0,1,6,5,0,0,0,0,0,0,0,0,0,28,6
"2020-10_south-west_stereo-BRUVs","IO272","-34.00868897","114.8138721",15,0,3,2,6,0,0,1,0,0,0,0,0,0,27,3
"2020-10_south-west_stereo-BRUVs","IO273","-33.99868897","114.8213721",16,2,2,0,14,0,0,1,0,1,1,0,0,0,37,3
"2020-10_south-west_stereo-BRUVs","IO275","-34.09868897","114.6463721",0,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0
"2020-10_south-west_stereo-BRUVs","IO276","-34.10118897","114.6363721",0,0,29,2,0,0,0,0,0,0,1,0,0,0,32,3
"2020-10_south-west_stereo-BRUVs","IO277","-34.10618897","114.6463721",0,0,28,1,0,0,0,0,0,1,1,6,0,0,37,9
"2020-10_south-west_stereo-BRUVs","IO278","-34.11118897","114.6388721",0,0,35,1,0,0,0,1,0,0,1,0,0,0,38,3
"2020-10_south-west_stereo-BRUVs","IO280","-34.08868897","114.6738721",0,0,28,1,0,0,0,1,0,0,0,0,0,0,30,2
"2020-10_south-west_stereo-BRUVs","IO290","-34.06868897","114.7188721",0,0,31,3,0,0,0,0,0,2,1,0,0,0,37,6
"2020-10_south-west_stereo-BRUVs","IO291","-34.08368897","114.7488721",0,0,30,0,0,0,0,0,0,0,0,0,0,0,30,0
"2020-10_south-west_stereo-BRUVs","IO293","-34.08868897","114.7588721",0,0,20,1,0,0,0,0,0,1,3,2,0,0,27,7
"2020-10_south-west_stereo-BRUVs","IO294","-34.08368897","114.7538721",0,0,27,2,0,0,0,3,0,0,5,0,0,0,37,10
"2020-10_south-west_stereo-BRUVs","IO295","-34.10368897","114.7538721",0,0,32,0,0,0,0,0,0,0,0,0,0,0,32,0
"2020-10_south-west_stereo-BRUVs","IO297","-34.10618897","114.7488721",0,0,26,0,0,0,0,0,0,0,0,0,0,0,26,0
"2020-10_south-west_stereo-BRUVs","IO298","-34.07618897","114.6713721",0,0,36,1,0,0,0,0,0,0,0,0,0,0,37,1
"2020-10_south-west_stereo-BRUVs","IO299","-34.08118897","114.6763721",0,0,33,0,0,0,0,0,0,0,1,0,0,0,34,1
"2020-10_south-west_stereo-BRUVs","IO3","-34.07618897","114.7838721",3,0,3,11,17,0,0,0,0,0,2,0,0,0,36,13
"2020-10_south-west_stereo-BRUVs","IO300","-34.08618897","114.6688721",0,0,28,2,0,0,0,1,0,0,0,0,0,0,31,3
"2020-10_south-west_stereo-BRUVs","IO302","-34.07118897","114.7238721",0,0,31,0,0,0,0,0,0,0,0,0,0,0,31,0
"2020-10_south-west_stereo-BRUVs","IO306","-34.10118897","114.7338721",0,0,36,0,0,0,0,0,0,0,0,0,0,0,36,0
"2020-10_south-west_stereo-BRUVs","IO307","-34.11868897","114.7263721",0,0,30,1,0,0,0,0,0,0,3,0,0,0,34,4
"2020-10_south-west_stereo-BRUVs","IO308","-34.11118897","114.7288721",0,0,32,1,0,0,0,0,0,0,2,0,0,0,35,3
"2020-10_south-west_stereo-BRUVs","IO310","-34.05868897","114.7738721",1,0,24,5,4,0,0,0,0,0,2,0,0,0,36,7
"2020-10_south-west_stereo-BRUVs","IO311","-34.05618897","114.7688721",2,0,0,4,9,0,0,0,0,5,9,1,0,0,30,19
"2020-10_south-west_stereo-BRUVs","IO312","-34.05868897","114.7788721",3,0,10,4,3,0,0,4,0,2,1,0,0,0,27,11
"2020-10_south-west_stereo-BRUVs","IO313","-34.09618897","114.7563721",0,0,37,0,0,0,0,0,0,0,0,0,0,0,37,0
"2020-10_south-west_stereo-BRUVs","IO319","-34.09368897","114.7313721",0,0,33,1,0,0,0,0,0,1,3,0,0,0,38,5
"2020-10_south-west_stereo-BRUVs","IO323","-34.03103333","114.6001",0,0,31,3,0,0,0,0,0,0,1,0,0,0,35,4
"2020-10_south-west_stereo-BRUVs","IO324","-34.00006","114.639778",0,0,32,0,0,0,0,0,0,0,2,0,0,0,34,2
"2020-10_south-west_stereo-BRUVs","IO325","-33.991557","114.743378",0,0,18,3,6,0,0,2,0,0,4,0,0,0,33,9
"2020-10_south-west_stereo-BRUVs","IO326","-34.00425","114.6892833",0,0,26,5,0,0,0,3,0,1,2,0,0,0,37,11
"2020-10_south-west_stereo-BRUVs","IO327","-34.02946667","114.7623833",0,0,0,6,4,0,1,1,0,4,10,4,0,0,30,25
"2020-10_south-west_stereo-BRUVs","IO328","-33.99356667","114.8213667",25,3,3,0,8,0,0,0,0,0,0,0,0,0,39,0
"2020-10_south-west_stereo-BRUVs","IO329","-34.06481667","114.7266333",0,0,35,0,0,0,0,0,0,0,0,0,0,0,35,0
"2020-10_south-west_stereo-BRUVs","IO330","-34.08833333","114.7545",0,0,10,2,0,0,0,1,0,16,5,3,0,0,37,27
"2020-10_south-west_stereo-BRUVs","IO331","-34.0984","114.75005",0,0,34,0,0,0,0,0,0,0,0,0,0,0,34,0
"2020-10_south-west_stereo-BRUVs","IO332","-34.09718333","114.7344833",0,0,35,0,0,0,0,0,0,0,0,0,0,0,35,0
"2020-10_south-west_stereo-BRUVs","IO333","-34.11301667","114.7251333",0,0,44,1,0,0,0,0,0,2,2,0,0,0,49,5
"2020-10_south-west_stereo-BRUVs","IO334","-34.06155","114.7753667",0,0,35,0,0,0,0,0,0,0,0,0,0,0,35,0
"2020-10_south-west_stereo-BRUVs","IO335","-34.06686667","114.7939833",7,1,0,6,12,0,0,1,0,0,0,0,0,0,27,7
"2020-10_south-west_stereo-BRUVs","IO336","-34.0924","114.8663667",18,1,2,3,7,0,0,0,0,0,2,0,0,0,33,5
"2020-10_south-west_stereo-BRUVs","IO337","-34.00536667","114.8202333",31,0,0,0,4,0,1,0,0,0,0,0,0,0,36,0
"2020-10_south-west_stereo-BRUVs","IO338","-33.97231667","114.92245",3,0,26,1,1,0,1,0,0,0,0,0,0,0,32,1
"2020-10_south-west_stereo-BRUVs","IO339","-34.01461667","114.8785",19,1,0,9,6,0,0,2,0,0,1,0,0,0,38,12
"2020-10_south-west_stereo-BRUVs","IO34","-34.06118897","114.8713721",13,4,0,0,6,0,0,0,0,0,1,0,0,0,24,1
"2020-10_south-west_stereo-BRUVs","IO343","-34.10261667","114.6407167",0,0,35,2,0,0,0,0,0,0,0,0,0,0,37,2
"2020-10_south-west_stereo-BRUVs","IO344","-34.0844","114.6744",0,0,30,0,0,0,0,1,0,0,2,0,0,0,33,3
"2020-10_south-west_stereo-BRUVs","IO349","-34.02368897","114.5963721",0,0,31,1,0,0,0,0,0,0,4,0,0,0,36,5
"2020-10_south-west_stereo-BRUVs","IO350","-34.02618897","114.6038721",0,0,33,0,0,0,0,0,0,0,3,0,0,0,36,3
"2020-10_south-west_stereo-BRUVs","IO351","-34.03118897","114.5963721",0,0,31,0,0,0,0,1,0,0,0,0,0,0,32,1
"2020-10_south-west_stereo-BRUVs","IO352","-34.03618897","114.5988721",0,0,23,9,0,0,0,3,0,3,2,0,0,0,40,17
"2020-10_south-west_stereo-BRUVs","IO353","-34.05436667","114.8390667",32,0,1,0,3,0,0,0,0,0,0,0,0,0,36,0
"2020-10_south-west_stereo-BRUVs","IO354","-34.06605","114.84",18,15,0,0,5,0,0,0,0,0,0,0,0,0,38,0
"2020-10_south-west_stereo-BRUVs","IO355","-34.05473333","114.9111",2,0,15,0,2,0,0,0,0,0,0,0,0,0,19,0
"2020-10_south-west_stereo-BRUVs","IO356","-34.06956667","114.9184667",6,0,12,3,13,0,0,0,0,0,0,0,0,0,34,3
"2020-10_south-west_stereo-BRUVs","IO357","-34.08496667","114.928",5,0,8,10,7,0,0,1,0,0,0,0,0,0,31,11
"2020-10_south-west_stereo-BRUVs","IO36","-34.10368897","114.7188721",0,0,29,0,0,0,0,0,0,0,0,0,0,0,29,0
"2020-10_south-west_stereo-BRUVs","IO361","-33.98868897","114.7413721",0,0,20,2,0,0,0,1,0,3,3,0,0,0,29,9
"2020-10_south-west_stereo-BRUVs","IO363","-33.98618897","114.7513721",1,0,0,17,2,0,0,2,0,0,7,6,0,0,35,32
"2020-10_south-west_stereo-BRUVs","IO364","-34.00868897","114.6888721",0,0,29,3,0,0,0,0,0,0,2,0,0,0,34,5
"2020-10_south-west_stereo-BRUVs","IO365","-34.02368897","114.7538721",2,0,0,10,4,0,0,2,0,4,12,0,0,0,34,28
"2020-10_south-west_stereo-BRUVs","IO369","-34.02868897","114.5913721",0,0,22,3,0,0,0,0,0,0,6,0,0,0,31,9
"2020-10_south-west_stereo-BRUVs","IO37","-34.10868897","114.7188721",0,0,27,2,0,0,0,3,0,0,4,0,0,0,36,9
"2020-10_south-west_stereo-BRUVs","IO370","-33.99618897","114.6463721",0,0,31,2,0,0,0,0,0,0,1,0,0,0,34,3
"2020-10_south-west_stereo-BRUVs","IO372","-34.00618897","114.6438721",0,0,25,2,0,0,0,2,0,1,2,0,0,0,32,7
"2020-10_south-west_stereo-BRUVs","IO374","-33.98618897","114.7463721",0,0,1,3,4,0,0,2,0,4,9,3,0,0,26,21
"2020-10_south-west_stereo-BRUVs","IO377","-34.13868897","114.7588721",0,0,37,0,0,0,0,0,0,0,0,0,0,0,37,0
"2020-10_south-west_stereo-BRUVs","IO378","-33.99368897","114.6388721",0,0,31,1,0,0,0,0,0,0,4,0,0,0,36,5
"2020-10_south-west_stereo-BRUVs","IO379","-34.08368897","114.6813721",0,0,28,0,0,0,0,0,0,0,1,0,0,0,29,1
"2020-10_south-west_stereo-BRUVs","IO4","-34.09118897","114.7813721",0,0,1,4,9,0,0,2,0,0,4,2,0,0,22,12
"2020-10_south-west_stereo-BRUVs","IO40","-34.10368897","114.7138721",0,0,32,0,0,0,0,0,0,0,0,0,0,0,32,0
"2020-10_south-west_stereo-BRUVs","IO46","-34.06868897","114.7113721",0,0,38,0,0,0,0,0,0,0,0,0,0,0,38,0
"2020-10_south-west_stereo-BRUVs","IO47","-34.06368897","114.7113721",0,0,23,1,0,0,0,0,0,0,2,0,0,0,26,3
"2020-10_south-west_stereo-BRUVs","IO49","-34.06118897","114.7063721",0,0,34,0,0,0,0,0,0,0,0,0,0,0,34,0
"2020-10_south-west_stereo-BRUVs","IO5","-34.08868897","114.7763721",0,0,28,0,0,0,0,0,0,1,0,0,0,0,29,1
"2020-10_south-west_stereo-BRUVs","IO58","-34.13618897","114.7738721",0,0,14,1,0,0,0,5,0,5,1,3,0,0,29,15
"2020-10_south-west_stereo-BRUVs","IO59","-34.14118897","114.7663721",0,0,36,0,0,0,0,0,0,2,0,0,0,0,38,2
"2020-10_south-west_stereo-BRUVs","IO62","-34.13368897","114.7663721",0,0,36,0,0,0,0,0,0,0,0,0,0,0,36,0
"2020-10_south-west_stereo-BRUVs","IO64","-34.01368897","114.8963721",14,0,6,1,9,0,0,0,0,0,0,0,0,0,30,1
"2020-10_south-west_stereo-BRUVs","IO65","-34.01118897","114.8888721",3,0,13,0,17,0,0,0,0,0,0,0,0,0,33,0
"2020-10_south-west_stereo-BRUVs","IO66","-34.01618897","114.8813721",12,6,6,4,6,0,0,2,0,0,2,0,0,0,38,8
"2020-10_south-west_stereo-BRUVs","IO71","-34.00368897","114.6988721",0,0,36,0,0,0,0,0,0,0,1,0,0,0,37,1
"2020-10_south-west_stereo-BRUVs","IO72","-34.03618897","114.8463721",28,1,0,1,1,0,0,0,0,0,0,0,0,0,31,1
"2020-10_south-west_stereo-BRUVs","IO73","-34.02868897","114.8588721",16,11,1,0,6,0,0,0,0,0,0,0,0,0,34,0
"2020-10_south-west_stereo-BRUVs","IO74","-34.02868897","114.8513721",5,15,0,3,9,0,0,0,0,0,0,0,0,0,32,3
"2020-10_south-west_stereo-BRUVs","IO75","-34.03368897","114.8538721",11,9,2,1,6,1,0,0,0,0,0,0,0,0,30,2
"2020-10_south-west_stereo-BRUVs","IO80","-34.09368897","114.8888721",15,9,1,3,4,0,0,0,0,0,0,0,0,0,32,3
"2020-10_south-west_stereo-BRUVs","IO81","-34.09868897","114.8913721",10,2,5,1,2,0,0,0,0,0,0,0,0,0,20,1
"2020-10_south-west_stereo-BRUVs","IO91","-34.09368897","114.8938721",16,0,5,0,2,0,0,0,0,0,0,0,0,0,23,0
"2020-10_south-west_stereo-BRUVs","IO92","-34.09868897","114.8863721",15,4,1,0,13,0,0,0,0,0,1,0,0,0,34,1
"2020-10_south-west_stereo-BRUVs","IO95","-34.12618897","114.7338721",0,0,35,0,0,0,0,0,0,0,0,0,0,0,35,0
"2020-10_south-west_stereo-BRUVs","IO96","-34.13618897","114.7363721",0,0,36,0,0,0,0,0,0,0,0,0,0,0,36,0
"2020-10_south-west_stereo-BRUVs","IO98","-34.13368897","114.7313721",0,0,30,1,0,0,0,0,0,0,0,0,0,0,31,1
"2020-10_south-west_stereo-BRUVs","IOC04","-34.08755","114.749265",0,0,33,0,0,0,0,0,0,0,1,0,0,0,34,1
"2020-10_south-west_stereo-BRUVs","IOC05","-34.05394","114.899843",13,0,2,1,2,0,0,0,0,0,0,0,0,0,18,1
"2020-10_south-west_stereo-BRUVs","IO215","-34.06868897","114.9263721",0,0,35,0,0,0,0,0,0,0,0,0,0,0,35,0
"2020-10_south-west_stereo-BRUVs","IOCP11-1","-33.992845","114.696642",0,0,31,1,0,0,0,0,0,0,0,0,0,0,32,1
"2020-10_south-west_stereo-BRUVs","IOCP11-2","-33.974332","114.692773",0,0,2,16,2,0,0,0,1,4,8,2,0,0,35,31
"2020-10_south-west_stereo-BRUVs","IOCP2311","-34.01858","114.601465",0,0,17,0,0,0,0,0,0,1,0,0,0,0,18,1
"2020-10_south-west_stereo-BRUVs","IOREDO344","-34.0844","114.6744",0,0,13,0,0,0,0,0,0,0,1,0,0,0,14,1
"2021-03_West-Coast_BOSS","148","-34.0518","114.925",23,0,45,1,2,0,0,0,0,0,0,0,0,0,71,1
"2021-03_West-Coast_BOSS","2","-34.0604","114.924",32,0,17,12,10,0,0,0,0,0,0,0,0,0,71,12
"2021-03_West-Coast_BOSS","99","-34.0555","114.916",46,1,1,9,17,0,0,0,0,0,0,0,0,0,74,9
"2021-03_West-Coast_BOSS","127","-34.0545","114.91",36,20,1,16,0,0,0,0,0,0,0,0,0,0,73,16
"2021-03_West-Coast_BOSS","43","-34.0521","114.909",44,9,13,7,6,0,0,0,0,0,0,1,0,0,80,8
"2021-03_West-Coast_BOSS","110","-34.0505","114.907",31,33,8,1,4,0,0,0,0,0,0,0,0,0,77,1
"2021-03_West-Coast_BOSS","139","-34.0616","114.898",58,3,5,1,10,0,0,0,0,0,0,0,0,0,77,1
"2021-03_West-Coast_BOSS","133","-34.075","114.911",41,19,2,3,3,0,0,0,0,0,0,0,0,0,68,3
"2021-03_West-Coast_BOSS","52","-34.0826","114.915",49,13,2,8,4,0,0,0,0,0,0,0,0,0,76,8
"2021-03_West-Coast_BOSS","91","-34.0807","114.928",66,0,8,0,1,0,0,0,0,0,0,0,0,0,75,0
"2021-03_West-Coast_BOSS","47","-34.0832","114.926",60,18,0,0,1,0,0,0,0,0,0,0,0,0,79,0
"2021-03_West-Coast_BOSS","16","-34.0848","114.924",44,20,1,8,0,0,0,0,0,0,0,0,0,0,73,8
"2021-03_West-Coast_BOSS","38","-34.0904","114.917",32,19,2,10,2,0,0,0,0,0,0,0,0,0,65,10
"2021-03_West-Coast_BOSS","71","-34.0923","114.908",65,5,5,1,3,0,0,0,0,0,0,0,0,0,79,1
"2021-03_West-Coast_BOSS","14","-34.0979","114.913",39,0,15,8,8,0,0,0,0,0,0,0,0,0,70,8
"2021-03_West-Coast_BOSS","150","-34.1","114.917",40,0,26,0,11,0,0,0,0,0,0,0,0,0,77,0
"2021-03_West-Coast_BOSS","92","-34.101","114.918",17,27,7,17,12,0,0,0,0,0,0,0,0,0,80,17
"2021-03_West-Coast_BOSS","28","-34.0995","114.923",44,14,5,12,1,0,0,0,0,0,0,0,0,0,76,12
"2021-03_West-Coast_BOSS","124","-34.1003","114.929",41,0,36,1,1,0,0,0,0,0,0,0,0,0,79,1
"2021-03_West-Coast_BOSS","53","-34.1047","114.92",48,0,21,3,7,0,0,0,0,0,0,0,0,0,79,3
"2021-03_West-Coast_BOSS","6","-34.1073","114.918",45,22,0,3,5,0,0,0,0,0,0,0,0,0,75,3
"2021-03_West-Coast_BOSS","149","-34.1135","114.931",47,7,21,2,2,0,0,0,0,0,0,0,0,0,79,2
"2021-03_West-Coast_BOSS","32","-34.1125","114.921",45,18,10,3,2,0,0,0,0,0,0,0,0,0,78,3
"2021-03_West-Coast_BOSS","116","-34.1138","114.919",61,1,12,1,4,0,0,0,0,0,0,0,0,0,79,1
"2021-03_West-Coast_BOSS","69","-34.1187","114.911",43,9,0,0,19,0,0,0,0,0,0,0,0,0,71,0
"2021-03_West-Coast_BOSS","138","-34.119","114.912",47,26,0,1,0,0,0,0,0,0,0,0,0,0,74,1
"2021-03_West-Coast_BOSS","76","-34.1217","114.916",46,22,4,5,2,0,0,0,0,0,0,0,0,0,79,5
"2021-03_West-Coast_BOSS","144","-34.1221","114.92",27,9,24,4,5,0,0,0,0,0,0,0,0,0,69,4
"2021-03_West-Coast_BOSS","5","-34.125","114.93",66,0,3,6,1,0,0,0,0,0,0,0,0,0,76,6
"2021-03_West-Coast_BOSS","107","-34.1347","114.94",71,0,6,0,1,0,0,0,0,0,0,0,0,0,78,0
"2021-03_West-Coast_BOSS","37","-34.1303","114.931",76,4,0,0,0,0,0,0,0,0,0,0,0,0,80,0
"2021-03_West-Coast_BOSS","102","-34.1305","114.926",47,26,3,0,2,0,0,0,0,0,0,0,0,0,78,0
"2021-03_West-Coast_BOSS","57","-34.1341","114.924",47,14,8,6,3,0,0,0,0,0,0,0,0,0,78,6
"2021-03_West-Coast_BOSS","24","-34.1347","114.923",54,17,0,0,2,0,0,0,0,0,0,0,0,0,73,0
"2021-03_West-Coast_BOSS","70","-34.1321","114.922",23,52,0,0,0,0,0,0,0,0,0,0,0,0,75,0
"2021-03_West-Coast_BOSS","62","-34.1281","114.919",29,6,41,0,4,0,0,0,0,0,0,0,0,0,80,0
"2021-03_West-Coast_BOSS","104","-34.1255","114.918",44,20,0,1,5,0,0,0,0,0,0,0,0,0,70,1
"2021-03_West-Coast_BOSS","30","-34.1256","114.915",56,15,3,2,0,0,0,0,0,0,0,0,0,0,76,2
"2021-03_West-Coast_BOSS","95","-34.1229","114.91",40,7,12,7,9,0,0,0,0,0,0,0,0,0,75,7
"2021-03_West-Coast_BOSS","106","-34.1313","114.875",48,18,2,2,2,0,0,0,0,0,0,0,0,0,72,2
"2021-03_West-Coast_BOSS","39","-34.1301","114.877",61,7,3,2,1,0,0,0,0,0,0,0,0,0,74,2
"2021-03_West-Coast_BOSS","140","-34.1163","114.882",53,9,5,1,9,0,0,0,0,0,0,0,0,0,77,1
"2021-03_West-Coast_BOSS","10","-34.1084","114.886",58,2,5,2,7,0,0,0,0,0,0,0,0,0,74,2
"2021-03_West-Coast_BOSS","147","-34.0908","114.895",49,2,10,1,14,0,0,0,0,0,0,0,0,0,76,1
"2021-03_West-Coast_BOSS","23","-34.0829","114.899",58,0,7,1,7,0,0,0,0,0,0,0,0,0,73,1
"2021-03_West-Coast_BOSS","Old Point","-34.050194","114.869122",42,6,9,4,16,0,0,0,0,0,0,0,0,0,77,4
"2021-03_West-Coast_BOSS","41","-34.0596","114.877",63,1,1,4,1,0,0,0,0,0,0,0,0,0,70,4
"2021-03_West-Coast_BOSS","33","-34.0742","114.871",73,1,1,1,2,0,0,0,0,0,0,0,0,0,78,1
"2021-03_West-Coast_BOSS","86","-34.0774","114.865",45,7,6,0,15,0,0,0,0,0,0,0,0,0,73,0
"2021-03_West-Coast_BOSS","56","-34.0782","114.873",62,1,13,0,3,0,0,0,0,0,0,0,0,0,79,0
"2021-03_West-Coast_BOSS","65","-34.0813","114.884",51,3,16,1,2,0,0,0,0,0,0,0,0,0,73,1
"2021-03_West-Coast_BOSS","137","-34.0854","114.877",47,9,15,4,3,0,0,0,0,0,0,0,0,0,78,4
"2021-03_West-Coast_BOSS","48","-34.0891","114.882",59,8,4,4,2,0,0,0,0,0,0,0,0,0,77,4
"2021-03_West-Coast_BOSS","67","-34.0899","114.873",52,1,13,0,13,0,0,0,0,0,0,0,0,0,79,0
"2021-03_West-Coast_BOSS","126","-34.0912","114.87",44,10,21,1,0,0,0,0,0,0,0,0,0,0,76,1
"2021-03_West-Coast_BOSS","44","-34.0931","114.858",51,18,5,0,2,0,0,0,0,0,0,0,0,0,76,0
"2021-03_West-Coast_BOSS","35","-34.0959","114.852",60,9,7,3,0,0,0,0,0,0,0,0,0,0,79,3
"2021-03_West-Coast_BOSS","100","-34.0961","114.847",35,9,22,3,11,0,0,0,0,0,0,0,0,0,80,3
"2021-03_West-Coast_BOSS","7","-34.0995","114.853",32,10,29,2,3,0,0,0,0,0,0,0,0,0,76,2
"2021-03_West-Coast_BOSS","108","-34.1001","114.85",40,25,6,3,1,0,0,0,0,0,0,0,0,0,75,3
"2021-03_West-Coast_BOSS","26","-34.1003","114.844",61,2,13,0,4,0,0,0,0,0,0,0,0,0,80,0
"2021-03_West-Coast_BOSS","125","-34.104","114.847",47,4,15,5,4,0,0,0,0,0,0,0,0,0,75,5
"2021-03_West-Coast_BOSS","98","-34.1139","114.856",58,12,0,1,7,0,0,0,0,0,0,0,0,0,78,1
"2021-03_West-Coast_BOSS","1","-34.1318","114.853",53,0,10,0,10,0,0,0,0,0,0,0,0,0,73,0
"2021-03_West-Coast_BOSS","83","-34.1341","114.838",31,1,8,0,36,0,0,0,0,0,0,0,0,0,76,0
"2021-03_West-Coast_BOSS","88","-34.1351","114.827",38,15,0,7,18,0,0,0,0,0,0,0,0,0,78,7
"2021-03_West-Coast_BOSS","36","-34.1317","114.822",65,0,4,1,2,0,0,0,0,0,0,0,0,0,72,1
"2021-03_West-Coast_BOSS","130","-34.1213","114.83",37,17,7,0,1,18,0,0,0,0,0,0,0,0,80,18
"2021-03_West-Coast_BOSS","46","-34.119","114.831",46,5,6,0,19,0,0,0,0,0,0,0,0,0,76,0
"2021-03_West-Coast_BOSS","93","-34.1196","114.845",33,0,19,0,26,0,0,0,0,0,0,0,0,0,78,0
"2021-03_West-Coast_BOSS","78","-34.1182","114.841",53,14,0,8,1,0,0,0,0,0,0,0,0,0,76,8
"2021-03_West-Coast_BOSS","50","-34.1143","114.842",58,16,0,2,3,0,0,0,0,0,0,0,0,0,79,2
"2021-03_West-Coast_BOSS","80","-34.1034","114.832",51,2,2,1,24,0,0,0,0,0,0,0,0,0,80,1
"2021-03_West-Coast_BOSS","114","-34.0969","114.834",45,24,1,1,7,0,0,0,0,0,0,0,0,0,78,1
"2021-03_West-Coast_BOSS","64","-34.0937","114.84",39,13,14,2,7,0,0,0,0,0,0,0,0,0,75,2
"2021-03_West-Coast_BOSS","136","-34.0891","114.833",69,8,1,0,0,0,0,0,0,0,0,0,0,0,78,0
"2021-03_West-Coast_BOSS","97","-34.0872","114.842",46,17,11,1,0,0,0,0,0,0,0,0,0,0,75,1
"2021-03_West-Coast_BOSS","121","-34.0836","114.853",62,4,8,0,5,0,0,0,0,0,0,0,0,0,79,0
"2021-03_West-Coast_BOSS","3","-34.0789","114.851",68,7,3,0,0,0,0,0,0,0,0,0,0,0,78,0
"2021-03_West-Coast_BOSS","73","-34.0802","114.848",70,0,2,1,4,0,0,0,0,0,0,0,0,0,77,1
"2021-03_West-Coast_BOSS","118","-34.0714","114.826",60,2,5,1,11,0,0,0,0,0,0,0,0,0,79,1
"2021-03_West-Coast_BOSS","128","-34.0694","114.823",65,2,3,1,7,0,0,0,0,0,0,0,0,0,78,1
"2021-03_West-Coast_BOSS","60","-34.0652","114.821",49,5,4,3,19,0,0,0,0,0,0,0,0,0,80,3
"2021-03_West-Coast_BOSS","134","-34.0631","114.857",61,14,2,0,2,0,0,0,0,0,0,0,0,0,79,0
"2021-03_West-Coast_BOSS","120","-34.0617","114.861",55,7,11,2,2,0,0,0,0,0,0,0,0,0,77,2
"2021-03_West-Coast_BOSS","8","-34.0554","114.851",37,9,16,6,11,0,0,0,0,0,0,0,0,0,79,6
"2021-03_West-Coast_BOSS","68","-34.05","114.859",40,15,2,0,15,0,0,0,0,0,0,0,0,0,72,0
"2021-03_West-Coast_BOSS","117","-34.0681","114.76",0,0,39,17,0,0,0,0,0,0,20,0,0,0,76,37
"2021-03_West-Coast_BOSS","17","-34.0742","114.757",0,0,70,5,0,0,0,0,0,1,1,0,0,0,77,7
"2021-03_West-Coast_BOSS","40","-34.0784","114.754",0,0,77,0,1,0,0,0,0,0,2,0,0,0,80,2
"2021-03_West-Coast_BOSS","72","-34.0685","114.747",0,0,76,0,3,0,0,0,0,1,0,0,0,0,80,1
"2021-03_West-Coast_BOSS","109","-34.0839","114.741",0,0,80,0,0,0,0,0,0,0,0,0,0,0,80,0
"2021-03_West-Coast_BOSS","145","-34.0891","114.732",0,0,80,0,0,0,0,0,0,0,0,0,0,0,80,0
