campaignid,sample,latitude,longitude,date,time.bottom,site,location,visibility,image,fov.Limited,fov.Open,mean.relief,sd.relief,broad.Consolidated,broad.Macroalgae,broad.Seagrasses,broad.Sponges,broad.Stony corals,broad.Unconsolidated,broad.Unknown,Total.Sum
2021-04_FRDC_BOSS,C811,-30.97237,115.2923083,10/04/2021,13:21:28,Lancelin,NA,Moderate,Top,0,100,2.172413793,1.028334218,0,73,0,0,0,0,1,74
2021-04_FRDC_BOSS,C839,-30.96573,115.291995,10/04/2021,13:30:49,Lancelin,NA,Moderate,Top,0,100,0.333333333,0.738548946,0,8,0,0,0,72,0,80
2021-04_FRDC_BOSS,C823,-30.95853167,115.30007,10/04/2021,13:41:23,Lancelin,NA,Very Poor,Top,0,100,NA,NA,0,0,0,0,0,0,80,80
2021-04_FRDC_BOSS,C855,-30.95035167,115.291695,10/04/2021,13:51:05,Lancelin,NA,Very Poor,Top,0,100,NA,NA,0,0,0,0,0,0,80,80
2021-04_FRDC_BOSS,C816,-30.93545,115.279655,10/04/2021,14:05:07,Lancelin,NA,Poor,Top,0,100,3,0,0,64,0,0,0,0,8,72
2021-04_FRDC_BOSS,C847,-30.92231333,115.2644583,10/04/2021,14:17:51,Lancelin,NA,Moderate,Top,0,100,2.018867925,1.20081008,0,46,0,0,0,28,2,76
2021-04_FRDC_BOSS,C850,-30.926995,115.259455,10/04/2021,14:26:07,Lancelin,NA,Moderate,Top,0,100,2.759259259,0.671106807,0,38,0,0,0,30,0,68
2021-04_FRDC_BOSS,C807,-30.94221833,115.2500917,10/04/2021,14:36:38,Lancelin,NA,Moderate,Top,0,100,1,0.285714286,0,21,0,0,0,53,0,74
2021-04_FRDC_BOSS,C843,-30.94887667,115.264345,10/04/2021,14:47:12,Lancelin,NA,Good,Top,0,100,3,0,0,77,0,0,0,0,3,80
2021-04_FRDC_BOSS,C822,-30.95858833,115.2558283,10/04/2021,14:57:05,Lancelin,NA,Good,Top,0,100,0.15,0.360084736,0,3,0,0,0,77,0,80
2021-04_FRDC_BOSS,C859,-30.95728,115.2762833,10/04/2021,15:08:19,Lancelin,NA,Good,Top,0,100,0.025,0.158113883,0,0,0,0,0,71,0,71
2021-04_FRDC_BOSS,C812,-30.96652,115.2670083,10/04/2021,15:17:55,Lancelin,NA,Good,Top,0,100,0,0,0,0,0,0,0,80,0,80
2021-04_FRDC_BOSS,C834,-30.98195333,115.26003,10/04/2021,15:28:48,Lancelin,NA,Moderate,Top,0,100,2.87037037,0.33904952,2,74,0,0,0,0,2,78
2021-04_FRDC_BOSS,C815,-30.98211167,115.26651,10/04/2021,15:37:29,Lancelin,NA,Moderate,Top,0,100,2.666666667,0.516397779,0,64,0,0,0,7,0,71
2021-04_FRDC_BOSS,C846,-30.984,115.274535,10/04/2021,15:45:52,Lancelin,NA,Good,Top,0,100,0.345454545,0.479898979,0,8,0,0,0,72,0,80
2021-04_FRDC_BOSS,C854,-30.98838,115.286485,10/04/2021,15:55:31,Lancelin,NA,Good,Top,4.87804878,95.12195122,3.016393443,0.222995013,0,68,0,0,0,0,10,78
2021-04_FRDC_BOSS,C808,-30.99762833,115.2839467,10/04/2021,16:04:20,Lancelin,NA,Moderate,Top,0,100,0.62745098,0.823669456,0,21,0,0,0,50,0,71
2021-04_FRDC_BOSS,C851,-31.00121667,115.27129,10/04/2021,16:13:58,Lancelin,NA,Moderate,Top,0,100,2.884615385,0.322602539,0,65,0,0,0,0,7,72
2021-04_FRDC_BOSS,C819,-31.00749333,115.2902933,10/04/2021,16:24:52,Lancelin,NA,Moderate,Top,0,100,0,0,0,0,0,0,0,73,0,73
2021-04_FRDC_BOSS,C862,-31.01761667,115.2938817,10/04/2021,16:33:49,Lancelin,NA,Moderate,Top,0,100,0.025,0.158113883,0,0,0,0,0,80,0,80
2021-04_FRDC_BOSS,C906,-30.65547167,115.0855633,15/04/2021,7:31:51,Cervantes,NA,Good,Top,0,100,3,0,0,72,0,0,0,0,4,76
2021-04_FRDC_BOSS,C921,-30.63858333,115.0549567,15/04/2021,7:47:42,Cervantes,NA,Moderate,Top,0,100,2.351851852,0.872156456,1,60,0,0,0,11,2,74
2021-04_FRDC_BOSS,C937,-30.64047,115.0761833,15/04/2021,7:59:30,Cervantes,NA,Good,Top,0,100,0.872727273,0.817732761,0,17,0,0,0,62,0,79
2021-04_FRDC_BOSS,C913,-30.62999833,115.0720583,15/04/2021,8:09:16,Cervantes,NA,Good,Top,0,100,3,0,1,75,0,0,0,0,0,76
2021-04_FRDC_BOSS,C902,-30.63580667,115.089685,15/04/2021,8:20:52,Cervantes,NA,Moderate,Top,0,100,2.428571429,0.889756521,0,54,0,0,0,11,8,73
2021-04_FRDC_BOSS,C930,-30.64343667,115.1043617,15/04/2021,8:31:43,Cervantes,NA,Moderate,Top,0,100,0,0,0,0,0,0,0,80,0,80
2021-04_FRDC_BOSS,C946,-30.63710833,115.108085,15/04/2021,8:39:28,Cervantes,NA,Moderate,Top,0,100,0.075,0.266746783,0,0,0,0,0,70,0,70
2021-04_FRDC_BOSS,C928,-30.64100333,115.1103817,15/04/2021,8:46:47,Cervantes,NA,Moderate,Top,0,100,2.611111111,0.760940033,0,63,0,0,0,15,2,80
2021-04_FRDC_BOSS,C916,-30.65763833,115.1188583,15/04/2021,8:58:29,Cervantes,NA,Moderate,Top,0,100,0.25,0.43852901,0,1,1,0,0,49,0,51
2021-04_FRDC_BOSS,C956,-30.656105,115.115605,15/04/2021,9:06:30,Cervantes,NA,Moderate,Top,0,100,0.5,0.640512615,0,11,0,0,0,64,1,76
2021-04_FRDC_BOSS,C934,-30.65388667,115.106675,15/04/2021,9:18:33,Cervantes,NA,Moderate,Top,0,100,1.325,1.047279749,0,16,12,0,0,36,10,74
2021-04_FRDC_BOSS,C944,-30.63435667,115.1169283,15/04/2021,9:31:00,Cervantes,NA,Poor,Top,0,100,3,0,0,46,0,0,0,0,22,68
2021-04_FRDC_BOSS,C960,-30.62785167,115.1119833,15/04/2021,9:39:50,Cervantes,NA,Poor,Top,0,100,2.744186047,0.726800662,0,16,18,0,0,2,35,71
2021-04_FRDC_BOSS,C945,-30.62458,115.10877,15/04/2021,9:47:07,Cervantes,NA,Very Poor,Top,0,100,NA,NA,0,3,0,0,0,0,77,80
2021-04_FRDC_BOSS,C905,-30.62527,115.098905,15/04/2021,9:56:05,Cervantes,NA,Poor,Top,0,100,2.833333333,0.461133037,0,0,7,0,0,2,44,53
2021-04_FRDC_BOSS,C917,-30.62410167,115.08937,15/04/2021,10:04:23,Cervantes,NA,Moderate,Top,0,100,2.98,0.141421356,0,6,35,0,0,0,25,66
2021-04_FRDC_BOSS,C933,-30.619815,115.0823917,15/04/2021,10:28:03,Cervantes,NA,Moderate,Top,0,100,1.962264151,0.649326993,0,0,45,0,0,19,9,73
2021-04_FRDC_BOSS,C949,-30.615845,115.0822167,15/04/2021,10:35:40,Cervantes,NA,Moderate,Top,0,100,0,0,0,0,0,0,0,80,0,80
2021-04_FRDC_BOSS,C941,-30.61169667,115.06855,15/04/2021,10:44:46,Cervantes,NA,Moderate,Top,0,100,3.054545455,0.229183884,0,73,0,0,0,0,3,76
2021-04_FRDC_BOSS,C957,-30.60322,115.0651367,15/04/2021,10:53:26,Cervantes,NA,Moderate,Top,0,100,2.857142857,0.426842614,0,51,25,0,0,1,3,80
2021-04_FRDC_BOSS,C925,-30.60289833,115.0623733,15/04/2021,11:01:24,Cervantes,NA,Moderate,Top,0,100,2.783333333,0.691146595,1,67,0,0,0,0,2,70
2021-04_FRDC_BOSS,C932,-30.59746833,115.0802067,15/04/2021,11:11:49,Cervantes,NA,Poor,Top,0,100,0.95,1.280024038,0,0,20,0,0,42,7,69
2021-04_FRDC_BOSS,C904,-30.598045,115.0884217,15/04/2021,11:20:04,Cervantes,NA,Poor,Top,0,100,3,0,0,11,4,0,0,0,40,55
2021-04_FRDC_BOSS,C908,-30.59984167,115.0975483,15/04/2021,11:32:46,Cervantes,NA,Moderate,Top,0,100,0,0,0,0,0,0,0,65,0,65
2021-04_FRDC_BOSS,C948,-30.59352833,115.1000983,15/04/2021,11:41:04,Cervantes,NA,Poor,Top,0,100,3,0,0,0,20,0,0,0,24,44
2021-04_FRDC_BOSS,C929,-30.608435,115.1001517,15/04/2021,11:53:48,Cervantes,NA,Poor,Top,0,100,2.775510204,0.586845597,0,46,0,0,0,0,19,65
2021-04_FRDC_BOSS,C909,-30.607205,115.0907733,15/04/2021,12:01:56,Cervantes,NA,Poor,Top,0,100,0,0,0,0,0,0,0,39,0,39
2021-04_FRDC_BOSS,C901,-30.608715,115.046955,15/04/2021,12:18:36,Cervantes,NA,Poor,Top,0,100,2.909090909,0.384353057,0,41,0,0,0,1,12,54
2021-04_FRDC_BOSS,C912,-30.59763,115.0430867,15/04/2021,12:27:19,Cervantes,NA,Moderate,Top,0,100,0,0,0,2,0,0,0,78,0,80
2021-04_FRDC_BOSS,C911,-30.58906333,115.051895,15/04/2021,12:40:50,Cervantes,NA,Moderate,Top,0,100,3,0,0,35,0,0,0,0,4,39
2021-04_FRDC_BOSS,C951,-30.593315,115.0559367,15/04/2021,12:49:05,Cervantes,NA,Moderate,Top,3.03030303,96.96969697,3,0,0,72,0,0,0,0,5,77
2021-04_FRDC_BOSS,C903,-30.580155,115.0636283,15/04/2021,13:06:34,Cervantes,NA,Good,Top,0,100,2.981818182,0.134839972,0,29,43,0,0,0,2,74
2021-04_FRDC_BOSS,C931,-30.58147,115.0671817,15/04/2021,13:15:30,Cervantes,NA,Moderate,Top,0,100,0.425,0.500640615,0,13,0,0,0,58,0,71
2021-04_FRDC_BOSS,C926,-30.579705,115.0747467,15/04/2021,13:25:01,Cervantes,NA,Moderate,Top,0,100,3,0,0,0,41,0,0,0,24,65
2021-04_FRDC_BOSS,C927,-30.58009,115.0850267,15/04/2021,13:35:56,Cervantes,NA,Poor,Top,0,100,2.457142857,0.816839575,0,0,0,0,0,0,63,63
2021-04_FRDC_BOSS,C959,-30.57473667,115.085815,15/04/2021,13:45:00,Cervantes,NA,Moderate,Top,0,100,3,0,0,0,76,0,0,0,0,76
2021-04_FRDC_BOSS,C958,-30.571935,115.0717,15/04/2021,13:53:58,Cervantes,NA,Moderate,Top,0,100,0.975,0.891196257,0,1,17,0,0,47,8,73
2021-04_FRDC_BOSS,C942,-30.57533833,115.072115,15/04/2021,14:00:54,Cervantes,NA,Good,Top,0,100,0,0,0,0,0,0,0,80,0,80
2021-04_FRDC_BOSS,C907,-30.57493,115.0614733,15/04/2021,14:10:13,Cervantes,NA,Moderate,Top,0,100,3,0,0,70,0,0,0,0,4,74
2021-04_FRDC_BOSS,C914,-30.56295167,115.0589217,15/04/2021,14:19:59,Cervantes,NA,Poor,Top,0,100,2.87804878,0.331294578,0,34,0,0,0,0,20,54
2021-04_FRDC_BOSS,C952,-30.57539167,115.0397717,15/04/2021,14:43:22,Cervantes,NA,Poor,Top,0,100,2.622222222,0.805912495,0,53,0,0,0,0,20,73
2021-04_FRDC_BOSS,C920,-30.56153167,115.0410167,15/04/2021,14:52:59,Cervantes,NA,Moderate,Top,0,100,0.622641509,0.965290213,0,11,0,0,0,68,1,80
2021-04_FRDC_BOSS,C954,-30.56568167,115.077235,15/04/2021,15:07:42,Cervantes,NA,Poor,Top,0,100,3,0,0,0,32,0,0,0,17,49
2021-04_FRDC_BOSS,C939,-30.55859,115.0838933,15/04/2021,15:16:28,Cervantes,NA,Poor,Top,0,100,2.333333333,0.84016805,0,5,3,0,0,1,42,51
2021-04_FRDC_BOSS,C915,-30.55322167,115.0888,15/04/2021,15:26:24,Cervantes,NA,Moderate,Top,0,100,3,0,0,0,45,0,0,0,22,67
2021-04_FRDC_BOSS,C923,-30.55691667,115.0932017,15/04/2021,15:35:20,Cervantes,NA,Very Poor,Top,0,100,NA,NA,0,0,0,0,0,0,81,81
2021-04_FRDC_BOSS,C955,-30.547325,115.089735,15/04/2021,15:45:41,Cervantes,NA,Moderate,Top,0,100,0,0,0,0,0,0,0,71,0,71
2021-04_FRDC_BOSS,C950,-30.55347333,115.0781917,15/04/2021,15:57:07,Cervantes,NA,Poor,Top,0,100,0,0,0,0,0,0,0,71,0,71
2021-04_FRDC_BOSS,C922,-30.54789833,115.0537167,15/04/2021,16:10:41,Cervantes,NA,Poor,Top,0,100,2.145833333,1.129669192,0,37,0,0,0,3,11,51
2021-04_FRDC_BOSS,C936,-30.54425333,115.0428983,15/04/2021,16:23:33,Cervantes,NA,Moderate,Top,0,100,2.695652174,0.627855794,0,67,0,0,0,0,7,74
2021-04_FRDC_BOSS,C1027,-30.29801333,114.9744783,16/04/2021,7:00:02,Jurien,NA,Moderate,Top,0,100,1.777777778,0.420437483,0,59,0,0,0,0,3,62
2021-04_FRDC_BOSS,C1031,-30.29135667,114.9781167,16/04/2021,7:09:17,Jurien,NA,Moderate,Top,0,100,1.218181818,0.629253205,0,32,0,0,0,47,0,79
2021-04_FRDC_BOSS,C1016,-30.290695,114.98341,16/04/2021,7:16:55,Jurien,NA,Moderate,Top,0,100,2.350877193,1.026283657,0,0,72,0,0,3,5,80
2021-04_FRDC_BOSS,C1034,-30.289315,114.99367,16/04/2021,7:25:59,Jurien,NA,Moderate,Top,0,100,1.764705882,1.35038121,0,4,35,0,0,41,0,80
2021-04_FRDC_BOSS,C1007,-30.28222333,115.0040833,16/04/2021,7:35:37,Jurien,NA,Moderate,Top,0,100,0,0,0,0,0,0,0,75,0,75
2021-04_FRDC_BOSS,C1018,-30.27805833,114.99677,16/04/2021,7:44:50,Jurien,NA,Moderate,Top,0,100,1.295454545,0.823479443,0,39,0,0,0,40,0,79
2021-04_FRDC_BOSS,C1003,-30.28030333,114.98545,16/04/2021,7:53:28,Jurien,NA,Moderate,Top,0,100,2.945454545,0.229183884,0,77,0,0,0,0,3,80
2021-04_FRDC_BOSS,C1047,-30.27760167,114.983985,16/04/2021,8:01:10,Jurien,NA,Good,Top,0,100,0.583333333,0.498223795,0,2,0,0,0,76,0,78
2021-04_FRDC_BOSS,C1063,-30.28428833,114.9628167,16/04/2021,8:13:04,Jurien,NA,Moderate,Top,0,100,0,0,0,0,0,0,0,80,0,80
2021-04_FRDC_BOSS,C1043,-30.27463167,114.9624417,16/04/2021,8:21:53,Jurien,NA,Moderate,Top,0,100,2.4,0.638876565,0,9,32,0,0,15,10,66
2021-04_FRDC_BOSS,C1048,-30.26510333,114.970875,16/04/2021,8:33:06,Jurien,NA,Moderate,Top,0,100,3,0,0,76,0,0,0,0,0,76
2021-04_FRDC_BOSS,C1032,-30.26211667,114.9796367,16/04/2021,8:41:59,Jurien,NA,Moderate,Top,0,100,2,0.260377822,0,66,0,0,0,14,1,81
2021-04_FRDC_BOSS,C1020,-30.26086,114.9601283,16/04/2021,8:52:36,Jurien,NA,Poor,Top,0,100,1.446428571,0.536644215,0,13,20,0,0,23,14,70
2021-04_FRDC_BOSS,C1005,-30.254195,114.9657017,16/04/2021,9:01:32,Jurien,NA,Poor,Top,0,100,2.527272727,0.920035133,5,73,0,0,0,0,1,79
2021-04_FRDC_BOSS,C1024,-30.24206333,114.965105,16/04/2021,9:11:45,Jurien,NA,Moderate,Top,0,100,0,0,0,0,0,0,0,67,0,67
2021-04_FRDC_BOSS,C1001,-30.23024,114.9613483,16/04/2021,9:21:45,Jurien,NA,Poor,Top,0,100,3,0,0,50,0,1,0,1,17,69
2021-04_FRDC_BOSS,C1052,-30.22850167,114.9658883,16/04/2021,9:29:19,Jurien,NA,Good,Top,0,100,0,0,0,0,0,0,0,79,0,79
2021-04_FRDC_BOSS,C1040,-30.22125667,114.9683717,16/04/2021,9:37:41,Jurien,NA,Moderate,Top,0,100,3,0,0,57,8,0,0,0,1,66
2021-04_FRDC_BOSS,C1056,-30.22514167,114.98005,16/04/2021,9:47:36,Jurien,NA,Moderate,Top,0,100,2.423076923,0.723449087,0,45,0,0,0,30,2,77
2021-04_FRDC_BOSS,C1009,-30.22985667,114.9836183,16/04/2021,9:55:35,Jurien,NA,Moderate,Top,0,100,2.126984127,0.888856886,0,77,0,0,0,0,0,77
2021-04_FRDC_BOSS,C1036,-30.24416667,114.9815667,16/04/2021,10:06:36,Jurien,NA,Poor,Top,0,100,2.981481481,0.136082763,0,55,0,0,0,0,14,69
2021-04_FRDC_BOSS,C1038,-30.23801667,114.9861883,16/04/2021,10:15:05,Jurien,NA,Poor,Top,0,100,2.816666667,0.77002458,0,62,0,0,0,0,0,62
2021-04_FRDC_BOSS,C1011,-30.23408333,114.9955517,16/04/2021,10:25:15,Jurien,NA,Good,Top,0,100,2.865671642,0.81455551,0,51,19,0,0,0,9,79
2021-04_FRDC_BOSS,C1022,-30.23380167,115.0016133,16/04/2021,10:34:59,Jurien,NA,Moderate,Top,0,100,0,0,0,0,0,0,0,69,0,69
2021-04_FRDC_BOSS,C1023,-30.24504667,115.0173333,16/04/2021,10:46:36,Jurien,NA,Poor,Top,0,100,3,0,0,0,65,0,0,0,5,70
2021-04_FRDC_BOSS,C1054,-30.24644167,115.0071317,16/04/2021,10:55:01,Jurien,NA,Poor,Top,0,100,2.666666667,0.479463301,0,26,0,0,0,6,36,68
2021-04_FRDC_BOSS,C1015,-30.25186167,115.0007817,16/04/2021,11:03:27,Jurien,NA,Moderate,Top,0,100,0.172413793,0.381038794,0,0,0,0,0,78,0,78
2021-04_FRDC_BOSS,C1058,-30.25543333,114.996655,16/04/2021,11:12:04,Jurien,NA,Poor,Top,0,100,2.84,0.37032804,0,58,0,0,0,0,15,73
2021-04_FRDC_BOSS,C1042,-30.26530333,114.9958917,16/04/2021,11:20:54,Jurien,NA,Poor,Top,0,100,2.16,0.584144237,0,0,37,0,0,31,1,69
2021-04_FRDC_BOSS,C1026,-30.26990667,115.00713,16/04/2021,11:29:54,Jurien,NA,Poor,Top,0,100,2.64,0.662709343,0,0,61,0,0,2,5,68
2021-04_FRDC_BOSS,C1030,-30.26801,115.015605,16/04/2021,11:38:19,Jurien,NA,Poor,Top,0,100,2.025,0.767530171,0,44,1,0,0,12,18,75
2021-04_FRDC_BOSS,C1046,-30.26154,115.0115133,16/04/2021,11:47:02,Jurien,NA,Poor,Top,0,100,2.225,0.422902062,0,8,12,0,0,17,33,70
2021-04_FRDC_BOSS,C1019,-30.260745,115.01928,16/04/2021,11:55:31,Jurien,NA,Poor,Top,0,100,NA,NA,0,57,0,0,0,14,0,71
2021-04_FRDC_BOSS,C1035,-30.26365833,115.02683,16/04/2021,12:03:30,Jurien,NA,Poor,Top,0,100,3,0,0,31,2,0,0,0,20,53
2021-04_FRDC_BOSS,C1062,-30.251185,115.0252767,16/04/2021,12:12:47,Jurien,NA,Poor,Top,0,100,2.971428571,0.169030851,0,24,2,0,0,1,31,58
2021-04_FRDC_BOSS,C1039,-30.25838167,115.0365917,16/04/2021,12:24:20,Jurien,NA,Good,Top,0,100,2.969230769,0.248069469,0,1,77,0,0,1,0,79
2021-04_FRDC_BOSS,C1055,-30.268645,115.0356367,16/04/2021,12:34:52,Jurien,NA,Moderate,Top,0,100,1.94,0.239897937,15,46,0,2,0,9,5,77
2021-04_FRDC_BOSS,C1044,-30.27424667,115.0307083,16/04/2021,12:42:55,Jurien,NA,Poor,Top,0,100,3,0,0,53,0,0,0,0,10,63
2021-04_FRDC_BOSS,C1060,-30.276985,115.0362533,16/04/2021,12:51:45,Jurien,NA,Moderate,Top,0,100,0.8,0.405095747,0,3,0,0,0,73,0,76
2021-04_FRDC_BOSS,C1002,-30.28036667,115.0412667,16/04/2021,13:00:31,Jurien,NA,Moderate,Top,0,100,0.516129032,0.625617974,0,3,0,0,0,72,0,75
2021-04_FRDC_BOSS,C1028,-30.28483667,115.0312883,16/04/2021,13:14:19,Jurien,NA,Poor,Top,0,100,1.775,0.619656646,0,43,0,0,0,33,0,76
2021-04_FRDC_BOSS,C1025,-30.28985667,115.0229317,16/04/2021,13:22:28,Jurien,NA,Poor,Top,0,100,1,0,0,15,0,0,0,41,4,60
2021-04_FRDC_BOSS,C1017,-30.29496,115.0390583,16/04/2021,13:32:51,Jurien,NA,Moderate,Top,0,100,0,0,0,0,0,0,0,59,0,59
2021-04_FRDC_BOSS,C1045,-30.28178167,115.0251017,16/04/2021,13:43:11,Jurien,NA,Poor,Top,0,100,0.075,0.266746783,0,0,0,0,0,72,0,72
2021-04_FRDC_BOSS,C1061,-30.28090667,115.02074,16/04/2021,13:50:24,Jurien,NA,Moderate,Top,0,100,0.275,0.452202587,0,15,0,0,0,42,7,64
2021-04_FRDC_BOSS,C1053,-30.283545,115.0176733,16/04/2021,13:57:22,Jurien,NA,Moderate,Top,0,100,0.225,0.422902062,0,3,0,0,0,69,0,72
2021-04_FRDC_BOSS,C1021,-30.28966667,115.01509,16/04/2021,14:05:05,Jurien,NA,Moderate,Top,0,100,1,0,0,13,0,0,0,58,0,71
2021-04_FRDC_BOSS,C1033,-30.29722333,115.0139867,16/04/2021,14:12:55,Jurien,NA,Moderate,Top,0,100,0.208333333,0.410414079,0,2,0,0,0,70,0,72
2021-04_FRDC_BOSS,C1049,-30.29614167,115.01113,16/04/2021,14:19:37,Jurien,NA,Moderate,Top,0,100,0,0,0,0,0,0,0,77,0,77
2021-04_FRDC_BOSS,C1006,-30.29445667,115.0038433,16/04/2021,14:27:31,Jurien,NA,Moderate,Top,0,100,0.951219512,1.116942691,0,39,0,0,0,39,0,78
2021-04_FRDC_BOSS,C1037,-30.28288,115.0091633,16/04/2021,14:38:25,Jurien,NA,Poor,Top,0,100,0.025,0.158113883,0,0,0,0,0,65,0,65
2021-04_FRDC_BOSS,C1014,-30.28052667,115.00956,16/04/2021,14:47:40,Jurien,NA,Moderate,Top,0,100,3,0,0,0,80,0,0,0,0,80
2021-04_FRDC_BOSS,C1029,-30.276285,115.0081483,16/04/2021,14:55:56,Jurien,NA,Moderate,Top,0,100,3.117647059,1.264077881,0,66,2,0,0,0,8,76
2021-04_FRDC_BOSS,C1115,-29.61921,114.8660983,17/04/2021,7:28:01,Freshwater,NA,Moderate,Bottom,0,100,2.744186047,0.758853247,0,57,0,0,0,6,2,65
2021-04_FRDC_BOSS,C1139,-29.61935,114.8818383,17/04/2021,7:38:58,Freshwater,NA,Moderate,Bottom,0,100,1.125,0.64797515,0,11,0,0,0,53,4,68
2021-04_FRDC_BOSS,C1111,-29.61109167,114.884385,17/04/2021,7:48:04,Freshwater,NA,Moderate,Bottom,0,100,3,0,0,39,0,0,0,0,10,49
2021-04_FRDC_BOSS,C1144,-29.63331333,114.8966283,17/04/2021,8:02:20,Freshwater,NA,Good,Bottom,0,100,3,0,0,75,0,0,0,0,2,77
2021-04_FRDC_BOSS,C1152,-29.63782,114.9161467,17/04/2021,8:27:59,Freshwater,NA,Moderate,Top,0,100,2.409090909,0.583421417,2,56,0,0,0,6,4,68
2021-04_FRDC_BOSS,C1116,-29.65019,114.9259833,17/04/2021,8:38:37,Freshwater,NA,Moderate,Top,0,100,1.47826087,0.690865172,0,27,0,0,0,47,1,75
2021-04_FRDC_BOSS,C1156,-29.64803667,114.9305067,17/04/2021,8:46:26,Freshwater,NA,Good,Top,0,100,0,0,0,0,0,0,0,76,0,76
2021-04_FRDC_BOSS,C1124,-29.640255,114.9316,17/04/2021,8:55:19,Freshwater,NA,Good,Top,0,100,0.395348837,0.494711791,0,3,0,0,0,77,0,80
2021-04_FRDC_BOSS,C1140,-29.63549167,114.932415,17/04/2021,9:02:50,Freshwater,NA,Good,Top,0,100,0.111111111,0.317820863,0,1,0,0,0,78,0,79
2021-04_FRDC_BOSS,C1112,-29.633,114.926655,17/04/2021,9:10:23,Freshwater,NA,Good,Top,0,100,3,0,2,70,0,0,0,0,0,72
2021-04_FRDC_BOSS,C1123,-29.62003,114.9102583,17/04/2021,9:24:59,Freshwater,NA,Moderate,Top,0,100,0.98,0.588668508,4,24,0,0,0,47,4,79
2021-04_FRDC_BOSS,C1121,-29.61769667,114.921095,17/04/2021,9:34:04,Freshwater,NA,Moderate,Top,0,100,0.533333333,0.504524979,2,7,0,0,0,70,0,79
2021-04_FRDC_BOSS,C1137,-29.60843833,114.9161633,17/04/2021,9:45:05,Freshwater,NA,Moderate,Top,0,100,2.326530612,0.554818105,0,64,0,0,0,5,3,72
2021-04_FRDC_BOSS,C1114,-29.60111167,114.91982,17/04/2021,9:53:57,Freshwater,NA,Moderate,Top,0,100,1.765957447,1.087733302,0,41,0,0,0,36,0,77
2021-04_FRDC_BOSS,C1109,-29.60660833,114.9296367,17/04/2021,10:02:50,Freshwater,NA,Good,Top,0,100,0.214285714,0.415299732,0,0,0,0,0,73,6,79
2021-04_FRDC_BOSS,C1149,-29.61295167,114.93555,17/04/2021,10:11:40,Freshwater,NA,Moderate,Top,0,100,3,0,2,63,0,0,0,0,3,68
2021-04_FRDC_BOSS,C1133,-29.61715333,114.9345633,17/04/2021,10:19:59,Freshwater,NA,Moderate,Top,0,100,3,0,1,53,0,0,0,0,20,74
2021-04_FRDC_BOSS,C1130,-29.62281,114.9439067,17/04/2021,10:30:26,Freshwater,NA,Good,Top,0,100,0.066666667,0.25226249,0,1,0,0,0,79,0,80
2021-04_FRDC_BOSS,C1134,-29.62563333,114.9469267,17/04/2021,10:39:25,Freshwater,NA,Good,Top,0,100,2.92,0.274047516,0,3,64,0,0,0,5,72
2021-04_FRDC_BOSS,C1146,-29.62768333,114.9544083,17/04/2021,10:47:48,Freshwater,NA,Moderate,Top,0,100,2.789473684,0.452644693,0,0,70,0,0,2,5,77
2021-04_FRDC_BOSS,C1148,-29.63357167,114.95575,17/04/2021,10:56:06,Freshwater,NA,Moderate,Top,0,100,3,0,6,25,27,0,0,0,13,71
2021-04_FRDC_BOSS,C1120,-29.64035167,114.9592067,17/04/2021,11:04:21,Freshwater,NA,Good,Top,0,100,2.883333333,0.415450202,23,23,29,0,0,0,3,78
2021-04_FRDC_BOSS,C1132,-29.64121,114.95114,17/04/2021,11:12:20,Freshwater,NA,Moderate,Top,0,100,2.70212766,0.507118613,0,43,27,0,0,1,9,80
2021-04_FRDC_BOSS,C1108,-29.63505167,114.9489733,17/04/2021,11:20:09,Freshwater,NA,Moderate,Top,0,100,2.040816327,0.199914948,0,21,41,0,0,6,6,74
2021-04_FRDC_BOSS,C1113,-29.62359167,114.9576317,17/04/2021,11:30:32,Freshwater,NA,Good,Top,0,100,0.05,0.220721428,0,0,0,0,0,79,0,79
2021-04_FRDC_BOSS,C1118,-29.61921167,114.9570683,17/04/2021,11:38:12,Freshwater,NA,Good,Top,0,100,1.72,0.572855362,0,0,56,0,0,21,1,78
2021-04_FRDC_BOSS,C1110,-29.61542333,114.9555117,17/04/2021,11:45:20,Freshwater,NA,Good,Top,0,100,2.383333333,0.613179175,0,17,44,0,0,15,4,80
2021-04_FRDC_BOSS,C1153,-29.618425,114.9655733,17/04/2021,11:54:23,Freshwater,NA,Good,Top,0,100,3,0,0,1,67,0,0,0,12,80
2021-04_FRDC_BOSS,C1157,-29.61612167,114.9679033,17/04/2021,12:02:53,Freshwater,NA,Good,Top,0,100,3,0,0,0,79,0,0,0,0,79
2021-04_FRDC_BOSS,C1150,-29.60561,114.9505817,17/04/2021,12:14:53,Freshwater,NA,Moderate,Top,0,100,3,0,0,1,67,0,0,0,10,78
2021-04_FRDC_BOSS,C1102,-29.604805,114.960545,17/04/2021,12:24:49,Freshwater,NA,Moderate,Top,0,100,3,0,0,11,60,0,0,0,0,71
2021-04_FRDC_BOSS,C1107,-29.601305,114.9695233,17/04/2021,12:35:58,Freshwater,NA,Good,Top,0,100,2.5,0.677630927,23,2,39,0,0,0,3,67
2021-04_FRDC_BOSS,C1104,-29.593925,114.9705517,17/04/2021,12:46:19,Freshwater,NA,Good,Top,0,100,3,0,5,0,69,0,0,0,0,74
